iaaf,type,notes,gender,event,meters,centimeters,,points,hours,min,sec,shundreds,name,nationality,day,month,year
pre,speed,Hand timing,Men,100 m,null,null,,null,null,0,11,0,William MacLaren,Great Britain & Ireland,27,7,1867
pre,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,80,Cecil Lee,Great Britain & Ireland,25,9,1892
pre,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,60,Knut Lindberg,Sweden,5,8,1906
pre,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,50,Emil Ketterer,Germany,9,7,1911
post,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,60,Donald Lippincott,USA,6,7,1912
post,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,40,Charley Paddock,USA,23,4,1921
post,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,30,Percy Williams,CAN,9,8,1930
post,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,20,Jesse Owens,USA,20,6,1936
post,speed,Hand timing,Men,100 m,null,null,,null,null,0,10,10,Willie Williams I,USA,3,8,1956
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,95,Jim Hines,USA,14,10,1968
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,93,Calvin Smith,USA,3,7,1983
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,92,Carl Lewis,USA,24,9,1988
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,90,Leroy Burrell,USA,14,6,1991
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,86,Carl Lewis,USA,25,8,1991
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,85,Leroy Burrell,USA,6,7,1994
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,84,Donovan Bailey,CAN,27,7,1996
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,79,Maurice Greene,USA,16,6,1999
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,77,Asafa Powell,Jamaica,14,6,2005
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,74,Asafa Powell,Jamaica,9,9,2007
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,72,Usain Bolt,Jamaica,31,5,2008
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,69,Usain Bolt,Jamaica,16,8,2008
post,speed,Automatic timing,Men,100 m,null,null,,null,null,0,9,58,Usain Bolt,Jamaica,16,8,2009
pre,speed,,Men,10000 m,null,null,,null,null,32,35,0,William Jackson,Great Britain & Ireland,5,4,1847
pre,speed,,Men,10000 m,null,null,,null,null,31,0,0,Jack White,Great Britain & Ireland,11,5,1863
post,speed,,Men,10000 m,null,null,,null,null,30,58,80,Jean Bouin,FRA,16,11,1911
post,speed,,Men,10000 m,null,null,,null,null,30,40,20,Paavo Nurmi,Finland,22,6,1921
post,speed,,Men,10000 m,null,null,,null,null,30,35,40,"""Ville"" Ritola",Finland,25,5,1924
post,speed,,Men,10000 m,null,null,,null,null,30,23,20,"""Ville"" Ritola",Finland,6,7,1924
post,speed,,Men,10000 m,null,null,,null,null,30,6,20,Paavo Nurmi,Finland,31,8,1924
post,speed,,Men,10000 m,null,null,,null,null,30,5,60,Ilmari Salminen,Finland,18,7,1937
post,speed,,Men,10000 m,null,null,,null,null,30,2,0,Taisto Maki,Finland,29,9,1938
post,speed,,Men,10000 m,null,null,,null,null,29,52,60,Taisto Maki,Finland,17,9,1939
post,speed,,Men,10000 m,null,null,,null,null,29,35,40,Viljo Heino,Finland,25,8,1944
post,speed,,Men,10000 m,null,null,,null,null,29,28,20,Emil Zatopek,TCH,11,6,1949
post,speed,,Men,10000 m,null,null,,null,null,29,27,20,Viljo Heino,Finland,1,9,1949
post,speed,,Men,10000 m,null,null,,null,null,29,21,20,Emil Zatopek,TCH,22,10,1949
post,speed,,Men,10000 m,null,null,,null,null,29,2,60,Emil Zatopek,TCH,4,8,1950
post,speed,,Men,10000 m,null,null,,null,null,29,1,60,Emil Zatopek,TCH,1,11,1953
post,speed,,Men,10000 m,null,null,,null,null,28,54,20,Emil Zatopek,TCH,1,6,1954
post,speed,,Men,10000 m,null,null,,null,null,28,42,80,Sandor Iharos,HUN,15,7,1956
post,speed,,Men,10000 m,null,null,,null,null,28,30,40,Vladimir Kuts,URS,11,9,1956
post,speed,,Men,10000 m,null,null,,null,null,28,18,80,Pyotr Bolotnikov,URS,15,10,1960
post,speed,,Men,10000 m,null,null,,null,null,28,18,20,Pyotr Bolotnikov,URS,11,8,1962
post,speed,,Men,10000 m,null,null,,null,null,28,15,60,Ron Clarke,AUS,18,12,1963
post,speed,,Men,10000 m,null,null,,null,null,27,39,40,Ron Clarke,AUS,14,7,1965
post,speed,,Men,10000 m,null,null,,null,null,27,38,40,Lasse Viren,Finland,3,9,1972
post,speed,,Men,10000 m,null,null,,null,null,27,30,80,David Bedford,the United Kingdom,13,7,1973
post,speed,,Men,10000 m,null,null,,null,null,27,30,50,Samson Kimobwa,KEN,30,6,1977
post,speed,,Men,10000 m,null,null,,null,null,27,22,40,Henry Rono,KEN,11,6,1978
post,speed,,Men,10000 m,null,null,,null,null,27,13,81,Fernando Mamede,POR,2,7,1984
post,speed,,Men,10000 m,null,null,,null,null,27,8,23,Arturo Barrios,MEX,18,8,1989
post,speed,,Men,10000 m,null,null,,null,null,27,7,91,Richard Chelimo,KEN,5,7,1993
post,speed,,Men,10000 m,null,null,,null,null,26,58,38,Yobes Ondieki,KEN,10,7,1993
post,speed,,Men,10000 m,null,null,,null,null,26,52,23,William Sigei,KEN,22,7,1994
post,speed,,Men,10000 m,null,null,,null,null,26,43,53,Haile Gebrselassie,ETH,5,6,1995
post,speed,,Men,10000 m,null,null,,null,null,26,38,8,Salah Hissou,MAR,23,8,1996
post,speed,,Men,10000 m,null,null,,null,null,26,31,32,Haile Gebrselassie,ETH,4,7,1997
post,speed,,Men,10000 m,null,null,,null,null,26,27,85,Paul Tergat,KEN,22,8,1997
post,speed,,Men,10000 m,null,null,,null,null,26,22,75,Haile Gebrselassie,ETH,1,6,1998
post,speed,,Men,10000 m,null,null,,null,null,26,20,31,Kenenisa Bekele,ETH,8,6,2004
post,speed,,Men,10000 m,null,null,,null,null,26,17,53,Kenenisa Bekele,ETH,26,8,2005
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,18,0,Philip Norman,Great Britain & Ireland,29,11,1859
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,16,50,Cecil Reid,Great Britain & Ireland,18,2,1863
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,16,0,Clement Jackson,Great Britain & Ireland,14,11,1865
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,15,80,Henry Williamson,USA,30,5,1891
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,15,75,Walter Henry,USA,30,5,1892
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,15,60,Stephen Chase,USA,15,9,1894
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,15,40,Stephen Chase,USA,21,9,1895
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,15,20,Alvin Kraenzlein,USA,18,6,1898
pre,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,15,0,Thaddeus Schneider,USA,11,6,1904
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,15,0,Forrest Smithson,USA,25,7,1908
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,14,80,Earl Thomson,CAN,18,8,1920
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,14,60,George Weightman-Smith,SAF,31,7,1928
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,14,40,Eric Wennstrom,Sweden,25,8,1929
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,14,30,Percy Beard,USA,26,7,1934
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,14,20,Percy Beard,USA,6,8,1934
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,14,10,Forrest Towns,USA,19,6,1936
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,13,70,Forrest Towns,USA,27,8,1936
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,13,60,"""Dick"" Attlesey",USA,24,6,1950
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,13,50,"""Dick"" Attlesey",USA,10,7,1950
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,13,40,Jack Davis,USA,22,6,1956
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,13,20,Martin Lauer,FRG,7,7,1959
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,13,10,Rod Milburn,USA,6,7,1973
post,speed,Hand timing,Men,110 m hurdles,null,null,,null,null,0,13,0,Guy Drut,FRA,22,8,1975
post,speed,Automatic timing,Men,110 m hurdles,null,null,,null,null,0,12,93,Renaldo Nehemiah,USA,19,8,1981
post,speed,Automatic timing,Men,110 m hurdles,null,null,,null,null,0,12,92,Roger Kingdom,USA,16,8,1989
post,speed,Automatic timing,Men,110 m hurdles,null,null,,null,null,0,12,91,Colin Jackson,the United Kingdom,20,8,1993
post,speed,Automatic timing,Men,110 m hurdles,null,null,,null,null,0,12,88,Xiang Liu,CHN,11,7,2006
post,speed,Automatic timing,Men,110 m hurdles,null,null,,null,null,0,12,87,Dayron Robles,CUB,12,6,2008
post,speed,Automatic timing,Men,110 m hurdles,null,null,,null,null,0,12,80,Aries Merritt,USA,7,9,2012
pre,speed,,Men,1500 m,null,null,,null,null,4,16,40,Michel Soalhat,FRA,26,5,1895
pre,speed,,Men,1500 m,null,null,,null,null,4,10,40,Albin Lermusiaux,FRA,28,6,1896
pre,speed,,Men,1500 m,null,null,,null,null,4,9,10,John Bray,USA,30,5,1900
pre,speed,,Men,1500 m,null,null,,null,null,4,8,60,Alexander Grant,CAN,12,6,1900
pre,speed,,Men,1500 m,null,null,,null,null,4,6,20,Charles Bennett,Great Britain & Ireland,15,7,1900
pre,speed,,Men,1500 m,null,null,,null,null,4,5,40,James Lightbody,USA,3,9,1904
pre,speed,,Men,1500 m,null,null,,null,null,3,59,80,Harold Wilson,Great Britain & Ireland,30,5,1908
pre,speed,,Men,1500 m,null,null,,null,null,3,59,20,Abel Kiviat,USA,26,5,1912
pre,speed,,Men,1500 m,null,null,,null,null,3,56,80,Abel Kiviat,USA,2,6,1912
post,speed,,Men,1500 m,null,null,,null,null,3,55,80,Abel Kiviat,USA,8,6,1912
post,speed,,Men,1500 m,null,null,,null,null,3,54,70,John Zander,Sweden,5,8,1917
post,speed,,Men,1500 m,null,null,,null,null,3,52,60,Paavo Nurmi,Finland,19,6,1924
post,speed,,Men,1500 m,null,null,,null,null,3,51,0,Otto Peltzer,Germany,11,9,1926
post,speed,,Men,1500 m,null,null,,null,null,3,49,20,Jules Ladoumegue,FRA,5,10,1930
post,speed,,Men,1500 m,null,null,,null,null,3,49,0,Luigi Beccali,ITA,17,9,1933
post,speed,,Men,1500 m,null,null,,null,null,3,48,80,William R. Bonthron,USA,30,6,1934
post,speed,,Men,1500 m,null,null,,null,null,3,47,80,Jack Lovelock,NZL,6,8,1936
post,speed,,Men,1500 m,null,null,,null,null,3,47,60,Gunder Hagg,Sweden,10,8,1941
post,speed,,Men,1500 m,null,null,,null,null,3,45,80,Gunder Hagg,Sweden,17,7,1942
post,speed,,Men,1500 m,null,null,,null,null,3,45,0,Arne Andersson,Sweden,17,8,1943
post,speed,,Men,1500 m,null,null,,null,null,3,43,0,Gunder Hagg,Sweden,7,7,1944
post,speed,,Men,1500 m,null,null,,null,null,3,42,80,Wes Santee,USA,4,6,1954
post,speed,,Men,1500 m,null,null,,null,null,3,41,80,John Landy,AUS,21,6,1954
post,speed,,Men,1500 m,null,null,,null,null,3,40,80,Sandor Iharos,HUN,28,7,1955
post,speed,,Men,1500 m,null,null,,null,null,3,40,60,Istvan Rozsavolgyi,HUN,3,8,1956
post,speed,,Men,1500 m,null,null,,null,null,3,40,20,Olavi Salsola,Finland,11,7,1957
post,speed,,Men,1500 m,null,null,,null,null,3,38,10,Stanislav Jungwirth,TCH,12,7,1957
post,speed,,Men,1500 m,null,null,,null,null,3,36,0,Herb Elliott,AUS,28,8,1958
post,speed,,Men,1500 m,null,null,,null,null,3,35,60,Herb Elliott,AUS,6,9,1960
post,speed,,Men,1500 m,null,null,,null,null,3,33,10,"""Jim"" Ryun",USA,8,7,1967
post,speed,,Men,1500 m,null,null,,null,null,3,32,20,Filbert Bayi,TAN,2,2,1974
post,speed,,Men,1500 m,null,null,,null,null,3,32,10,Sebastian Coe,the United Kingdom,15,8,1979
post,speed,,Men,1500 m,null,null,,null,null,3,31,36,Steve Ovett,the United Kingdom,27,8,1980
post,speed,,Men,1500 m,null,null,,null,null,3,31,24,Sydney Maree,USA,28,8,1983
post,speed,,Men,1500 m,null,null,,null,null,3,30,77,Steve Ovett,the United Kingdom,4,9,1983
post,speed,,Men,1500 m,null,null,,null,null,3,29,67,Steve Cram,the United Kingdom,16,7,1985
post,speed,,Men,1500 m,null,null,,null,null,3,29,46,Said Aouita,MAR,23,8,1985
post,speed,,Men,1500 m,null,null,,null,null,3,28,86,Noureddine Morceli,ALG,6,9,1992
post,speed,,Men,1500 m,null,null,,null,null,3,27,37,Noureddine Morceli,ALG,12,7,1995
post,speed,,Men,1500 m,null,null,,null,null,3,26,0,Hicham El Guerrouj,MAR,14,7,1998
pre,speed,,Men,20 km walk,null,null,,null,2,7,4,0,Franz Stage,Germany,9,12,1894
pre,speed,,Men,20 km walk,null,null,,null,1,56,50,0,Johannes Boge,Germany,16,5,1895
pre,speed,,Men,20 km walk,null,null,,null,1,54,22,0,Fritz Preiss,Germany,18,11,1906
pre,speed,,Men,20 km walk,null,null,,null,1,42,25,0,Ernst Seiffert,Germany,28,6,1908
pre,speed,,Men,20 km walk,null,null,,null,1,38,43,0,Hermann Muller,Germany,4,10,1911
pre,speed,,Men,20 km walk,null,null,,null,1,37,57,0,Emile Anthoine,FRA,13,7,1913
pre,speed,,Men,20 km walk,null,null,,null,1,37,6,0,Hermann Muller,Germany,1,6,1922
pre,speed,,Men,20 km walk,null,null,,null,1,37,5,0,Karl Hahnel,Germany,21,6,1925
pre,speed,,Men,20 km walk,null,null,,null,1,34,15,0,Vaclav Balsan,CZE,13,8,1933
pre,speed,,Men,20 km walk,null,null,,null,1,33,25,0,Fritz Belweiss,Germany,7,6,1936
pre,speed,,Men,20 km walk,null,null,,null,1,32,12,0,John Mikaelsson,Sweden,30,5,1937
pre,speed,,Men,20 km walk,null,null,,null,1,31,44,0,John Mikaelsson,Sweden,16,6,1946
pre,speed,,Men,20 km walk,null,null,,null,1,31,21,0,Josef Dolezal,CZE,5,6,1955
pre,speed,,Men,20 km walk,null,null,,null,1,30,36,0,Vladimir Golubnichiy,URS,23,9,1955
pre,speed,,Men,20 km walk,null,null,,null,1,30,0,0,Josef Dolezal,CZE,25,7,1956
pre,speed,,Men,20 km walk,null,null,,null,1,28,39,0,Vladimir Guk,URS,13,4,1957
pre,speed,,Men,20 km walk,null,null,,null,1,27,29,0,Leonid Spirin,URS,7,7,1957
pre,speed,,Men,20 km walk,null,null,,null,1,27,4,0,Vladimir Golubnichiy,URS,5,7,1959
pre,speed,,Men,20 km walk,null,null,,null,1,25,58,0,Anatoliy Vedyakov,URS,6,9,1959
pre,speed,,Men,20 km walk,null,null,,null,1,25,22,0,Gennadiy Agapov,URS,21,7,1968
pre,speed,,Men,20 km walk,null,null,,null,1,25,19,0,Gennadiy Agapov,URS,7,6,1972
pre,speed,,Men,20 km walk,null,null,,null,1,24,50,0,Paul Nihill,the United Kingdom,30,7,1972
pre,speed,,Men,20 km walk,null,null,,null,1,23,40,0,Daniel Bautista,MEX,30,5,1976
pre,speed,,Men,20 km walk,null,null,,null,1,23,30,0,Anatoliy Solomin,URS,19,7,1978
pre,speed,,Men,20 km walk,null,null,,null,1,23,12,0,Ronald Wieser,GDR,30,8,1978
pre,speed,,Men,20 km walk,null,null,,null,1,22,19,0,Vadim Tsvetkov,URS,13,5,1979
pre,speed,,Men,20 km walk,null,null,,null,1,22,16,0,Daniel Bautista,MEX,19,5,1979
pre,speed,,Men,20 km walk,null,null,,null,1,21,4,0,Daniel Bautista,MEX,9,6,1979
pre,speed,,Men,20 km walk,null,null,,null,1,21,1,0,Reima Salonen,Finland,9,9,1979
pre,speed,,Men,20 km walk,null,null,,null,1,21,0,0,Daniel Bautista,MEX,30,3,1980
pre,speed,,Men,20 km walk,null,null,,null,1,19,35,0,Domingo Colin,MEX,27,4,1980
pre,speed,,Men,20 km walk,null,null,,null,1,19,30,0,Josef Pribilinec,CZE,24,9,1983
pre,speed,,Men,20 km walk,null,null,,null,1,19,24,0,Carlos Mercenario,MEX,3,5,1987
pre,speed,,Men,20 km walk,null,null,,null,1,19,12,0,Axel Noack,GDR,21,6,1987
pre,speed,,Men,20 km walk,null,null,,null,1,19,8,0,Mikhail Shchennikov,URS,30,7,1988
pre,speed,,Men,20 km walk,null,null,,null,1,18,54,0,Yevgeniy Misyulya,URS,19,2,1989
pre,speed,,Men,20 km walk,null,null,,null,1,18,20,0,Andrey Perlov,URS,26,5,1990
pre,speed,,Men,20 km walk,null,null,,null,1,18,13,0,Pavol Blazek,CZE,16,9,1990
pre,speed,,Men,20 km walk,null,null,,null,1,17,46,0,Julio Martinez,GUA,8,5,1999
pre,speed,,Men,20 km walk,null,null,,null,1,17,22,0,Francisco Javier Ferna_ndez,ESP,28,4,2002
post,speed,,Men,20 km walk,null,null,,null,1,17,21,0,Jefferson Perez,ECU,23,8,2003
post,speed,,Men,20 km walk,null,null,,null,1,17,16,0,Vladimir Kanaykin,RUS,29,9,2007
post,speed,,Men,20 km walk,null,null,,null,1,17,2,0,Yohann Diniz,FRA,8,3,2015
post,speed,,Men,20 km walk,null,null,,null,1,16,36,0,Yusuke Suzuki,JPN,15,3,2015
pre,speed,Hand timing,Men,200 m,null,null,,null,null,0,22,50,George Eastham,Great Britain & Ireland,28,10,1845
pre,speed,Hand timing,Men,200 m,null,null,,null,null,0,22,0,William Phillips,Great Britain & Ireland,25,5,1878
pre,speed,Hand timing,Men,200 m,null,null,,null,null,0,21,80,Harry Hutchens,Great Britain & Ireland,11,5,1885
pre,speed,Hand timing,Men,200 m,null,null,,null,null,0,21,60,Charles Wood,Great Britain & Ireland,22,7,1887
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,21,20,Bernard Wefers,USA,30,5,1896
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,80,Charles Paddock,USA,26,3,1921
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,60,Roland Locke,USA,1,5,1926
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,30,Jesse Owens,USA,25,5,1935
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,20,Melvin Patton,USA,7,5,1949
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,60,Andy Stanfield,USA,26,5,1951
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,50,Peter Radford,the United Kingdom,28,5,1960
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,30,Henry Carr,USA,23,3,1963
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,20,Henry Carr,USA,4,4,1964
post,speed,Hand timing,Men,200 m,null,null,,null,null,0,20,0,Tommie Smith,USA,11,6,1966
post,speed,Automatic timing,Men,200 m,null,null,,null,null,0,19,83,Tommie Smith,USA,16,10,1968
post,speed,Automatic timing,Men,200 m,null,null,,null,null,0,19,72,Pietro Mennea,ITA,12,9,1979
post,speed,Automatic timing,Men,200 m,null,null,,null,null,0,19,66,Michael Johnson,USA,23,6,1996
post,speed,Automatic timing,Men,200 m,null,null,,null,null,0,19,32,Michael Johnson,USA,1,8,1996
post,speed,Automatic timing,Men,200 m,null,null,,null,null,0,19,30,Usain Bolt,Jamaica,20,8,2008
post,speed,Automatic timing,Men,200 m,null,null,,null,null,0,19,19,Usain Bolt,Jamaica,20,8,2009
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,10,27,40,Paul Seyffert,Germany,28,8,1910
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,10,6,80,Paul Seyffert,Germany,3,7,1911
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,10,3,0,Ludwig Heinz,Germany,4,8,1912
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,49,80,Josef Ternstrom,Sweden,4,7,1914
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,36,60,Ernesto Ambrosini,ITA,9,6,1923
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,33,40,Paul Bontemps,FRA,9,6,1924
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,25,20,Toivo Loukola,Finland,9,7,1928
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,21,80,Toivo Loukola,Finland,4,8,1928
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,14,50,Joe McCluskey,USA,16,7,1932
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,8,40,Volmari Iso-Hollo,Finland,6,8,1932
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,8,20,Harold Manning,USA,12,7,1936
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,3,80,Volmari Iso-Hollo,Finland,8,8,1936
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,9,3,40,Erik Elmsater,Sweden,22,8,1943
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,8,59,60,Erik Elmsater,Sweden,4,8,1944
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,8,49,80,Vladimir Kazantsev,URS,10,7,1951
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,8,48,60,Vladimir Kazantsev,URS,12,6,1952
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,8,45,40,"Horace ""Nip"" Ashenfelter",USA,25,7,1952
pre,speed,,Men,3000 m steeplechase,null,null,,null,null,8,44,40,Olavi Rinteenpaa,Finland,2,7,1953
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,49,60,Sandor Rozsnyoi,HUN,28,8,1954
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,47,80,Pentti Karvonen,Finland,1,7,1955
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,45,40,Pentti Karvonen,Finland,15,7,1955
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,41,20,Jerzy Chromik,POL,31,8,1955
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,40,20,Jerzy Chromik,POL,11,9,1955
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,39,80,Semyon Rzhishchin,URS,14,8,1956
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,35,60,Sandor Rozsnyoi,HUN,16,9,1956
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,32,0,Jerzy Chromik,POL,2,8,1958
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,31,40,Zdzislaw Krzyszkowiak,POL,26,6,1960
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,31,20,GrigoriyTaran,URS,28,5,1961
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,30,40,Zdzislaw Krzyszkowiak,POL,10,8,1961
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,29,60,Gaston Roelants,BEL,7,9,1963
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,26,40,Gaston Roelants,BEL,7,8,1965
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,24,20,Jouko Kuha,Finland,17,7,1968
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,22,20,Vladimir Dudin,URS,19,8,1969
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,22,0,Kerry O'Brien,AUS,4,7,1970
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,20,80,Anders Garderud,Sweden,14,9,1972
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,19,80,Benjamin Jipcho,KEN,19,6,1973
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,14,0,Benjamin Jipcho,KEN,27,6,1973
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,10,40,Anders Garderud,Sweden,25,6,1975
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,9,80,Anders Garderud,Sweden,1,7,1975
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,8,2,Anders Garderud,Sweden,28,7,1976
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,5,40,Henry Rono,KEN,13,5,1978
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,5,35,Peter Koech,KEN,3,7,1989
post,speed,,Men,3000 m steeplechase,null,null,,null,null,8,2,8,Moses Kiptanui,KEN,19,8,1992
post,speed,,Men,3000 m steeplechase,null,null,,null,null,7,59,18,Moses Kiptanui,KEN,16,8,1995
post,speed,,Men,3000 m steeplechase,null,null,,null,null,7,59,8,Wilson Boit Kipketer,KEN,13,8,1997
post,speed,,Men,3000 m steeplechase,null,null,,null,null,7,55,72,Bernard Barmasai,KEN,24,8,1997
post,speed,,Men,3000 m steeplechase,null,null,,null,null,7,55,28,Brahim Boulami,MAR,24,8,2001
post,speed,,Men,3000 m steeplechase,null,null,,null,null,7,53,63,Saif Saaeed Shaheen,QAT,3,9,2004
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,48,20,"Bohuslav Pohl, Ferdinand Schnepp, Karel Malecek, Jan Havel",Bohemia,26,6,1897
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,48,0,"Otto Lindemann, Grassmann, Kutscher, Curt Frank",Germany,14,7,1901
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,47,20,"Carl Kaltenbach, Walter Keyl, Julius Keyl, Franz Baumeister",Germany,1,1,1902
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,46,80,"Otto Reisner, Philipp Neuss, Walter Keyl, Julius Keyl",Germany,17,8,1902
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,46,0,"Isaac Westergren, Harald Asbrink, Tore Liden, Torsten Arnell",Sweden,28,9,1902
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,45,40,"Axel Ljung, Eric Frick, Fritz Carlsson (later Carling), Carl Ljung",Sweden,16,9,1906
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,45,30,"Eric Frick, Fritz Carlsson (later Carling), Carl Ljung, Herman Lindqvist",Sweden,9,6,1907
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,45,0,"Axel Ljung, Eric Frick, M. Almqvist, Fritz Carlsson (later Carling)",Sweden,4,8,1907
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,44,60,"Knut Stenborg, Ivan Moller, Knut Lindberg (all SWE), John Morton (Great Britain & Ireland)",Sweden/Great Britain & Ireland,8,9,1907
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,44,0,"Willy Kohlmey, Richard Rau -Ludwig Falk, Arthur E. Hoffmann",Germany,1,8,1908
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,43,90,"Emil Ketterer, Otto Baurle, Hans Haggenmuller, Erwin Kern",Germany,12,5,1912
pre,speed,Hand timing,Men,4 x 100 m relay,null,null,,null,null,0,43,50,"Otto Rohr, August Sandvoss, Willy Scholtz, Richard Rau",Germany,19,5,1912
