iaaf,type,notes,gender,event,meters,centimeters,,points,hours,min,sec,shundreds,name,nationality,day,month,year
post,distance,Bamboo pole,Men,Pole vault,4,77,,null,null,null,null,null,Cornelius Warmerdam,USA,23,5,1942
post,distance,Aluminum pole,Men,Pole vault,4,78,,null,null,null,null,null,Bob Gutowski,USA,27,4,1957
post,distance,Steel pole,Men,Pole vault,4,80,,null,null,null,null,null,Don Bragg,USA,2,7,1960
post,distance,Fibreglass pole,Men,Pole vault,4,83,,null,null,null,null,null,George Davies,USA,20,5,1961
post,distance,Fibreglass pole,Men,Pole vault,4,89,,null,null,null,null,null,John Uelses,USA,31,3,1962
post,distance,Fibreglass pole,Men,Pole vault,4,93,,null,null,null,null,null,Dave Tork,USA,28,4,1962
post,distance,Fibreglass pole,Men,Pole vault,4,94,,null,null,null,null,null,Pentti Nikula,Finland,22,6,1962
post,distance,Fibreglass pole,Men,Pole vault,5,0,,null,null,null,null,null,Brian Sternberg,USA,27,4,1963
post,distance,Fibreglass pole,Men,Pole vault,5,8,,null,null,null,null,null,Brian Sternberg,USA,7,6,1963
post,distance,Fibreglass pole,Men,Pole vault,5,13,,null,null,null,null,null,John Pennel,USA,5,8,1963
post,distance,Fibreglass pole,Men,Pole vault,5,20,,null,null,null,null,null,John Pennel,USA,24,8,1963
post,distance,Fibreglass pole,Men,Pole vault,5,23,,null,null,null,null,null,Fred Hansen,USA,13,6,1964
post,distance,Fibreglass pole,Men,Pole vault,5,28,,null,null,null,null,null,Fred Hansen,USA,25,7,1964
post,distance,Fibreglass pole,Men,Pole vault,5,32,,null,null,null,null,null,Bob Seagren,USA,14,5,1966
post,distance,Fibreglass pole,Men,Pole vault,5,34,,null,null,null,null,null,John Pennel,USA,23,7,1966
post,distance,Fibreglass pole,Men,Pole vault,5,36,,null,null,null,null,null,Bob Seagren,USA,10,6,1967
post,distance,Fibreglass pole,Men,Pole vault,5,38,,null,null,null,null,null,Paul Wilson,USA,23,6,1967
post,distance,Fibreglass pole,Men,Pole vault,5,41,,null,null,null,null,null,Bob Seagren,USA,12,9,1968
post,distance,Fibreglass pole,Men,Pole vault,5,44,,null,null,null,null,null,John Pennel,USA,21,6,1969
post,distance,Fibreglass pole,Men,Pole vault,5,45,,null,null,null,null,null,Wolfgang Nordwig,GDR,17,6,1970
post,distance,Fibreglass pole,Men,Pole vault,5,46,,null,null,null,null,null,Wolfgang Nordwig,GDR,3,9,1970
post,distance,Fibreglass pole,Men,Pole vault,5,49,,null,null,null,null,null,Christos Papanikolaou,GRE,24,10,1970
post,distance,Fibreglass pole,Men,Pole vault,5,51,,null,null,null,null,null,Kjell Isaksson,Sweden,8,4,1972
post,distance,Fibreglass pole,Men,Pole vault,5,54,,null,null,null,null,null,Kjell Isaksson,Sweden,15,4,1972
post,distance,Fibreglass pole,Men,Pole vault,5,55,,null,null,null,null,null,Kjell Isaksson,Sweden,12,6,1972
post,distance,Fibreglass pole,Men,Pole vault,5,63,,null,null,null,null,null,Bob Seagren,USA,2,7,1972
post,distance,Fibreglass pole,Men,Pole vault,5,65,,null,null,null,null,null,Dave Roberts,USA,28,3,1975
post,distance,Fibreglass pole,Men,Pole vault,5,67,,null,null,null,null,null,Earl Bell,USA,29,5,1976
post,distance,Fibreglass pole,Men,Pole vault,5,70,,null,null,null,null,null,Dave Roberts,USA,22,6,1976
post,distance,Fibreglass pole,Men,Pole vault,5,72,,null,null,null,null,null,Wladyslaw Kozakiewicz,POL,11,5,1980
post,distance,Fibreglass pole,Men,Pole vault,5,75,,null,null,null,null,null,Thierry Vigneron,FRA,1,6,1980
post,distance,Fibreglass pole,Men,Pole vault,5,77,,null,null,null,null,null,Philippe Houvion,FRA,17,7,1980
post,distance,Fibreglass pole,Men,Pole vault,5,78,,null,null,null,null,null,Wladyslaw Kozakiewicz,POL,30,7,1980
post,distance,Fibreglass pole,Men,Pole vault,5,80,,null,null,null,null,null,Thierry Vigneron,FRA,20,6,1981
post,distance,Fibreglass pole,Men,Pole vault,5,81,,null,null,null,null,null,Vladimir Polyakov,URS,26,6,1981
post,distance,Fibreglass pole,Men,Pole vault,5,82,,null,null,null,null,null,Pierre Quinon,FRA,28,8,1983
post,distance,Fibreglass pole,Men,Pole vault,5,83,,null,null,null,null,null,Thierry Vigneron,FRA,1,9,1983
post,distance,Fibreglass pole,Men,Pole vault,5,85,,null,null,null,null,null,Sergey Bubka,URS,26,5,1984
post,distance,Fibreglass pole,Men,Pole vault,5,88,,null,null,null,null,null,Sergey Bubka,URS,2,6,1984
post,distance,Fibreglass pole,Men,Pole vault,5,90,,null,null,null,null,null,Sergey Bubka,URS,13,7,1984
post,distance,Fibreglass pole,Men,Pole vault,5,91,,null,null,null,null,null,Thierry Vigneron,FRA,31,8,1984
post,distance,Fibreglass pole,Men,Pole vault,5,94,,null,null,null,null,null,Sergey Bubka,URS,31,8,1984
post,distance,Fibreglass pole,Men,Pole vault,6,0,,null,null,null,null,null,Sergey Bubka,URS,13,7,1985
post,distance,Fibreglass pole,Men,Pole vault,6,1,,null,null,null,null,null,Sergey Bubka,URS,8,7,1986
post,distance,Fibreglass pole,Men,Pole vault,6,3,,null,null,null,null,null,Sergey Bubka,URS,23,6,1987
post,distance,Fibreglass pole,Men,Pole vault,6,5,,null,null,null,null,null,Sergey Bubka,URS,9,6,1988
post,distance,Fibreglass pole,Men,Pole vault,6,6,,null,null,null,null,null,Sergey Bubka,URS,10,7,1988
post,distance,Fibreglass pole,Men,Pole vault,6,7,,null,null,null,null,null,Sergey Bubka,URS,6,5,1991
post,distance,Fibreglass pole,Men,Pole vault,6,8,,null,null,null,null,null,Sergey Bubka,URS,9,6,1991
post,distance,Fibreglass pole,Men,Pole vault,6,9,,null,null,null,null,null,Sergey Bubka,URS,9,6,1991
post,distance,Fibreglass pole,Men,Pole vault,6,10,,null,null,null,null,null,Sergey Bubka,URS,5,8,1991
post,distance,Fibreglass pole,Men,Pole vault,6,11,,null,null,null,null,null,Sergey Bubka,EUN/UKR,13,6,1992
post,distance,Fibreglass pole,Men,Pole vault,6,12,,null,null,null,null,null,Sergey Bubka,EUN/UKR,30,8,1992
post,distance,Fibreglass pole,Men,Pole vault,6,13,,null,null,null,null,null,Sergey Bubka,EUN/UKR,19,9,1992
post,distance,Fibreglass pole,Men,Pole vault,6,14,,null,null,null,null,null,Sergey Bubka,UKR,31,7,1994
post,distance,Fibreglass pole,Men,Pole vault,6,16,,null,null,null,null,null,Renaud Lavillenie,FRA,15,2,2014
pre,distance,,Men,Shot put,11,35,,null,null,null,null,null,William Winthrop,Great Britain & Ireland,3,7,1880
pre,distance,,Men,Shot put,12,5,,null,null,null,null,null,Maurice Davin,Great Britain & Ireland,16,7,1881
pre,distance,,Men,Shot put,12,13,,null,null,null,null,null,Frank Lambrecht,USA,10,6,1882
pre,distance,,Men,Shot put,12,30,,null,null,null,null,null,Frank Lambrecht,USA,7,10,1882
pre,distance,,Men,Shot put,13,10,,null,null,null,null,null,Frank Lambrecht,USA,2,6,1883
pre,distance,,Men,Shot put,13,38,,null,null,null,null,null,George Gray,CAN,22,9,1888
pre,distance,,Men,Shot put,13,76,,null,null,null,null,null,George Gray,CAN,24,5,1889
pre,distance,,Men,Shot put,14,7,,null,null,null,null,null,George Gray,CAN,20,9,1890
pre,distance,,Men,Shot put,14,11,,null,null,null,null,null,George Gray,CAN,10,8,1891
pre,distance,,Men,Shot put,14,12,,null,null,null,null,null,George Gray,CAN,12,9,1891
pre,distance,,Men,Shot put,14,32,,null,null,null,null,null,George Gray,CAN,16,9,1893
pre,distance,,Men,Shot put,14,75,,null,null,null,null,null,George Gray,CAN,1,8,1898
pre,distance,,Men,Shot put,14,81,,null,null,null,null,null,Ralph Rose,USA,31,8,1904
pre,distance,,Men,Shot put,15,8,,null,null,null,null,null,Wesley Coe,USA,5,8,1905
pre,distance,,Men,Shot put,15,10,,null,null,null,null,null,Ralph Rose,USA,7,9,1907
pre,distance,,Men,Shot put,15,12,,null,null,null,null,null,Ralph Rose,USA,21,9,1907
pre,distance,,Men,Shot put,15,19,,null,null,null,null,null,Ralph Rose,USA,7,9,1908
pre,distance,,Men,Shot put,15,28,,null,null,null,null,null,Ralph Rose,USA,26,9,1908
pre,distance,,Men,Shot put,15,32,,null,null,null,null,null,Ralph Rose,USA,14,8,1909
post,distance,,Men,Shot put,15,54,,null,null,null,null,null,Ralph Rose,USA,21,8,1909
post,distance,,Men,Shot put,15,79,,null,null,null,null,null,Emil Hirschfeld,Germany,6,5,1928
post,distance,,Men,Shot put,15,87,,null,null,null,null,null,John Kuck,USA,29,7,1928
post,distance,,Men,Shot put,16,4,,null,null,null,null,null,Emil Hirschfeld,Germany,26,8,1928
post,distance,,Men,Shot put,16,5,,null,null,null,null,null,Zygmunt Heljasz,POL,29,6,1932
post,distance,,Men,Shot put,16,16,,null,null,null,null,null,Leo Sexton,USA,27,8,1932
post,distance,,Men,Shot put,16,20,,null,null,null,null,null,Frantisek Douda,TCH,24,9,1932
post,distance,,Men,Shot put,16,48,,null,null,null,null,null,John Lyman,USA,21,4,1934
post,distance,,Men,Shot put,16,80,,null,null,null,null,null,"""Jack"" Torrance",USA,27,4,1934
post,distance,,Men,Shot put,16,89,,null,null,null,null,null,"""Jack"" Torrance",USA,30,6,1934
post,distance,,Men,Shot put,17,40,,null,null,null,null,null,"""Jack"" Torrance",USA,5,8,1934
post,distance,,Men,Shot put,17,68,,null,null,null,null,null,Charles Fonville,USA,17,4,1948
post,distance,,Men,Shot put,17,79,,null,null,null,null,null,Jim Fuchs,USA,28,7,1949
post,distance,,Men,Shot put,17,82,,null,null,null,null,null,Jim Fuchs,USA,29,4,1950
post,distance,,Men,Shot put,17,90,,null,null,null,null,null,Jim Fuchs,USA,20,8,1950
post,distance,,Men,Shot put,17,95,,null,null,null,null,null,Jim Fuchs,USA,22,8,1950
post,distance,,Men,Shot put,18,0,,null,null,null,null,null,Parry O'Brien,USA,9,5,1953
post,distance,,Men,Shot put,18,4,,null,null,null,null,null,Parry O'Brien,USA,5,6,1953
post,distance,,Men,Shot put,18,42,,null,null,null,null,null,Parry O'Brien,USA,8,5,1954
post,distance,,Men,Shot put,18,43,,null,null,null,null,null,Parry O'Brien,USA,21,5,1954
post,distance,,Men,Shot put,18,54,,null,null,null,null,null,Parry O'Brien,USA,11,6,1954
post,distance,,Men,Shot put,18,62,,null,null,null,null,null,Parry O'Brien,USA,5,5,1956
post,distance,,Men,Shot put,18,69,,null,null,null,null,null,Parry O'Brien,USA,15,6,1956
post,distance,,Men,Shot put,19,6,,null,null,null,null,null,Parry O'Brien,USA,3,9,1956
post,distance,,Men,Shot put,19,25,,null,null,null,null,null,Parry O'Brien,USA,1,11,1956
post,distance,,Men,Shot put,19,30,,null,null,null,null,null,Parry O'Brien,USA,1,8,1959
post,distance,,Men,Shot put,19,38,,null,null,null,null,null,Dallas Long,USA,5,3,1960
post,distance,,Men,Shot put,19,45,,null,null,null,null,null,Bill Nieder,USA,19,3,1960
post,distance,,Men,Shot put,19,67,,null,null,null,null,null,Dallas Long,USA,26,3,1960
post,distance,,Men,Shot put,19,99,,null,null,null,null,null,Bill Nieder,USA,2,4,1960
post,distance,,Men,Shot put,20,6,,null,null,null,null,null,Bill Nieder,USA,12,8,1960
post,distance,,Men,Shot put,20,8,,null,null,null,null,null,Dallas Long,USA,18,5,1962
post,distance,,Men,Shot put,20,10,,null,null,null,null,null,Dallas Long,USA,4,4,1964
post,distance,,Men,Shot put,20,20,,null,null,null,null,null,Dallas Long,USA,29,5,1964
post,distance,,Men,Shot put,20,68,,null,null,null,null,null,Dallas Long,USA,25,7,1964
post,distance,,Men,Shot put,21,52,,null,null,null,null,null,"""Randy"" Matson",USA,8,5,1965
post,distance,,Men,Shot put,21,78,,null,null,null,null,null,"""Randy"" Matson",USA,22,4,1967
post,distance,,Men,Shot put,21,82,,null,null,null,null,null,Al Feuerbach,USA,5,5,1973
post,distance,,Men,Shot put,21,85,,null,null,null,null,null,Terry Albritton,USA,21,2,1976
post,distance,,Men,Shot put,22,0,,null,null,null,null,null,Aleksandr Baryshnikov,URS,10,7,1976
post,distance,,Men,Shot put,22,15,,null,null,null,null,null,Udo Beyer,GDR,6,7,1978
post,distance,,Men,Shot put,22,22,,null,null,null,null,null,Udo Beyer,GDR,25,6,1983
post,distance,,Men,Shot put,22,62,,null,null,null,null,null,Ulf Timmermann,GDR,22,9,1985
post,distance,,Men,Shot put,22,64,,null,null,null,null,null,Udo Beyer,GDR,20,8,1986
post,distance,,Men,Shot put,22,91,,null,null,null,null,null,Alessandro Andrei,ITA,12,8,1987
post,distance,,Men,Shot put,23,6,,null,null,null,null,null,Ulf Timmermann,GDR,22,5,1988
post,distance,,Men,Shot put,23,12,,null,null,null,null,null,"""Randy"" Barnes",USA,20,5,1990
pre,distance,,Men,Triple jump,12,19,,null,null,null,null,null,Hanmer Webb,Great Britain & Ireland,30,4,1856
pre,distance,,Men,Triple jump,12,21,,null,null,null,null,null,Edward Grace,Great Britain & Ireland,25,8,1866
pre,distance,,Men,Triple jump,12,63,,null,null,null,null,null,W. Creswick,Great Britain & Ireland,20,6,1868
pre,distance,,Men,Triple jump,12,88,,null,null,null,null,null,G.C. Hendrickson,USA,21,6,1873
pre,distance,,Men,Triple jump,13,26,,null,null,null,null,null,P. Johnson,USA,29,8,1878
pre,distance,,Men,Triple jump,13,33,,null,null,null,null,null,G.A. Russell,Great Britain & Ireland,2,4,1881
pre,distance,,Men,Triple jump,13,46,,null,null,null,null,null,Malcolm Ford,USA,10,5,1884
pre,distance,,Men,Triple jump,14,40,,null,null,null,null,null,John Purcell,Great Britain & Ireland,30,5,1885
pre,distance,,Men,Triple jump,14,50,,null,null,null,null,null,Daniel Shanahan,Great Britain & Ireland,16,6,1886
pre,distance,,Men,Triple jump,14,71,,null,null,null,null,null,John Purcell,Great Britain & Ireland,9,6,1887
pre,distance,,Men,Triple jump,14,78,,null,null,null,null,null,Edward Bloss,USA,16,9,1893
pre,distance,,Men,Triple jump,14,94,,null,null,null,null,null,James Connolly,USA,19,9,1896
post,distance,,Men,Triple jump,15,52,,null,null,null,null,null,Daniel Ahearn,Great Britain & Ireland,30,5,1911
post,distance,,Men,Triple jump,15,58,,null,null,null,null,null,Mikio Oda,JPN,27,10,1931
post,distance,,Men,Triple jump,15,72,,null,null,null,null,null,Chuhei Nambu,JPN,4,8,1932
post,distance,,Men,Triple jump,15,78,,null,null,null,null,null,"""Jack"" Metcalfe",AUS,14,12,1935
post,distance,,Men,Triple jump,16,0,,null,null,null,null,null,Naoto Tajima,JPN,6,8,1936
post,distance,,Men,Triple jump,16,1,,null,null,null,null,null,Adhemar Ferreira da Silva,BRA,30,9,1951
post,distance,,Men,Triple jump,16,22,,null,null,null,null,null,Adhemar Ferreira da Silva,BRA,23,7,1952
post,distance,,Men,Triple jump,16,23,,null,null,null,null,null,Leonid Shcherbakov,URS,19,7,1953
post,distance,,Men,Triple jump,16,56,,null,null,null,null,null,Adhemar Ferreira da Silva,BRA,16,3,1955
post,distance,,Men,Triple jump,16,59,,null,null,null,null,null,Oleg Ryakhovskiy,URS,28,7,1958
post,distance,,Men,Triple jump,16,70,,null,null,null,null,null,Oleg Fedoseyev,URS,3,5,1959
post,distance,,Men,Triple jump,17,3,,null,null,null,null,null,Jozef Schmidt,POL,5,8,1960
post,distance,,Men,Triple jump,17,10,,null,null,null,null,null,Giuseppe Gentile,ITA,16,10,1968
post,distance,,Men,Triple jump,17,22,,null,null,null,null,null,Giuseppe Gentile,ITA,17,10,1968
post,distance,,Men,Triple jump,17,23,,null,null,null,null,null,Viktor Saneyev,URS,17,10,1968
post,distance,,Men,Triple jump,17,27,,null,null,null,null,null,Nelson Prudencio,BRA,17,10,1968
post,distance,,Men,Triple jump,17,39,,null,null,null,null,null,Viktor Saneyev,URS,17,10,1968
post,distance,,Men,Triple jump,17,40,,null,null,null,null,null,Pedro Perez,CUB,5,8,1971
post,distance,,Men,Triple jump,17,44,,null,null,null,null,null,Viktor Saneyev,URS,17,10,1972
post,distance,,Men,Triple jump,17,89,,null,null,null,null,null,Joao Carlos de Oliveira,BRA,15,10,1975
post,distance,,Men,Triple jump,17,97,,null,null,null,null,null,Willie Banks,USA,16,6,1985
post,distance,,Men,Triple jump,17,98,,null,null,null,null,null,Jonathan Edwards,the United Kingdom,18,7,1995
post,distance,,Men,Triple jump,18,29,,null,null,null,null,null,Jonathan Edwards,the United Kingdom,7,8,1995
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,17,40,Aino Rannanpaa,Finland,18,5,1902
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,16,50,Ida Sjoberg,Finland,13,7,1902
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,16,20,Hanna Malm,Finland,1,6,1903
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,15,50,Tilda Lehtinen,Finland,6,9,1903
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,15,0,Ida Mikkola,Finland,14,8,1904
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,14,80,Tilda Lehtinen,Finland,14,8,1904
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,14,10,Hulda Idman,Finland,1,1,1905
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,13,90,Eufrosyne Simola,Finland,23,8,1908
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,13,80,Eufrosyne Simola,Finland,23,7,1911
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,13,50,Eufrosyne Simola,Finland,1,9,1911
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,13,10,Nina Popova,RUS,22,8,1913
pre,speed,Hand timing,Women,100 m,null,null,,null,null,null,12,80,Marie Kiessling,Germany,3,8,1919
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,13,60,Marie Mejzlikova II,Czechoslovakia,5,8,1922
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,12,80,Mary Lines,United Kingdom,20,8,1922
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,12,30,Gundel Wittmann,Germanymany,22,8,1926
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,12,20,Kinue Hitomi,Japan,20,5,1928
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,12,0,Myrtle Cook,Canada,2,7,1928
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,90,Tollien Schuurman,Netherlands,5,6,1932
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,80,Stanislawa Walasiewicz,Poland,17,9,1933
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,70,Stanislawa Walasiewicz,Poland,26,8,1934
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,60,Helen Stephens,United States,8,6,1935
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,50,Fanny Blankers-Koen,Netherlands,13,6,1948
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,40,Marjorie Jackson,Australia,4,10,1952
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,30,Shirley Strickland,Australia,4,8,1955
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,20,Wilma Rudolph,United States,19,7,1961
post,speed,Hand timing,Women,100 m,null,null,,null,null,null,11,10,Irena Kirszenstein,Poland,9,7,1965
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,11,8,Wyomia Tyus, United States,15,10,1968
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,11,7,Renate Stecher, East Germanymany,2,9,1972
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,11,4,Inge Helten, West Germanymany,13,6,1976
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,11,1,Annegret Richter, West Germanymany,25,7,1976
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,10,88,Marlies Oelsner, East Germanymany,1,7,1977
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,10,81,Marlies Gohr, East Germanymany,8,6,1983
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,10,79,Evelyn Ashford, United States,3,7,1983
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,10,76,Evelyn Ashford, United States,22,8,1984
post,speed,Automatic timing,Women,100 m,null,null,,null,null,null,10,49,Florence Griffith-Joyner, United States,16,7,1988
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,36,25,Helen Haight,USA,9,11,1895
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,35,0,Anne Day,USA,16,5,1896
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,34,50,Fanny Borden,USA,15,5,1897
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,34,0,Isabel Adams,USA,14,5,1898
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,32,40,Ruth Wells,USA,12,5,1900
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,31,20,Annie Wood,USA,31,5,1901
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,30,60,Annie Wood,USA,16,5,1903
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,30,30,Eufrosyne Simola,Finland,7,6,1908
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,29,70,Lisie Nystrom,Finland,28,9,1913
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,29,0,Eileen Hand,Great Britain & Ireland,17,7,1915
pre,speed,Hand timing,Women,200 m,null,null,,null,null,null,28,60,Hilma Virtanen,Finland,16,9,1917
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,27,80,Alice Cast,United Kingdom,20,8,1922
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,26,80,Mary Lines,United Kingdom,23,9,1922
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,26,20,Eileen Edwards,United Kingdom,20,8,1924
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,26,0,Eileen Edwards,United Kingdom,3,10,1926
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,25,40,Eileen Edwards,United Kingdom,12,6,1927
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,24,80,Barbara Burke,South Africa,22,4,1935
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,24,30,Stanislawa Walasiewicz,Poland,9,6,1935
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,23,60,Stanislawa Walasiewicz,Poland,4,8,1935
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,23,40,Marjorie Jackson,Australia,25,7,1952
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,23,20,Betty Cuthbert,Australia,16,9,1956
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,22,90,Wilma Rudolph,United States,9,7,1960
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,22,70,Irena Szewinska,Poland,8,8,1965
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,22,50,Irena Szewinska,Poland,18,10,1968
post,speed,Hand timing,Women,200 m,null,null,,null,null,null,22,40,Chi Cheng,Taiwan,12,7,1970
post,speed,Automatic timing,Women,200 m,null,null,,null,null,null,22,38,Renate Stecher,East Germanymany,21,7,1973
post,speed,Automatic timing,Women,200 m,null,null,,null,null,null,22,21,Irena Szewinska,Poland,13,6,1974
post,speed,Automatic timing,Women,200 m,null,null,,null,null,null,22,6,Marita Koch,East Germanymany,28,5,1978
post,speed,Automatic timing,Women,200 m,null,null,,null,null,null,22,2,Marita Koch,East Germanymany,3,6,1979
post,speed,Automatic timing,Women,200 m,null,null,,null,null,null,21,71,Marita Koch,East Germanymany,10,6,1979
post,speed,Automatic timing,Women,200 m,null,null,,null,null,null,21,56,Florence Griffith-Joyner,United States,29,9,1988
post,speed,Automatic timing,Women,200 m,null,null,,null,null,null,21,34,Florence Griffith-Joyner,United States,29,9,1988
pre,speed,Hand timing,Women,400 m,null,null,,null,null,1,47,80,Hilja Heinonen,Finland,25,7,1900
pre,speed,Hand timing,Women,400 m,null,null,,null,null,1,23,20,Amdie Foulds,the United Kingdom,12,8,1901
pre,speed,Hand timing,Women,400 m,null,null,,null,null,1,19,0,Hilda Lahti,Finland,9,3,1908
pre,speed,Hand timing,Women,400 m,null,null,,null,null,1,11,50,Lydia Malm,Finland,5,9,1909
pre,speed,Hand timing,Women,400 m,null,null,,null,null,1,10,20,A. Ahtinen,,1,1,1911
pre,speed,Hand timing,Women,400 m,null,null,,null,null,1,7,10,A. Ahtinen,,1,9,1911
pre,speed,Hand timing,Women,400 m,null,null,,null,null,1,2,0,Helen Servia,USA,29,4,1921
post,speed,Hand timing,Women,400 m,null,null,,null,null,1,4,40,Mary Lines,the United Kingdom,17,7,1922
post,speed,Hand timing,Women,400 m,null,null,,null,null,1,2,40,Mary Lines,the United Kingdom,18,8,1923
post,speed,Hand timing,Women,400 m,null,null,,null,null,1,0,80,Eileen Edwards,the United Kingdom,16,7,1924
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,57,0,Marlene Mathews,Australia,6,1,1957
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,56,30,Nancy Boyle,Australia,24,2,1957
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,55,20,Polina Lazareva,Soviet Union,10,5,1957
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,54,0,Mariya Itkina,Soviet Union,8,6,1957
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,53,60,Mariya Itkina,Soviet Union,6,7,1957
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,53,40,Mariya Itkina,Soviet Union,12,9,1959
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,51,90,Shin Geum-Dan,North Korea,23,10,1962
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,51,70,Nicole Duclos,France,18,9,1969
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,51,0,Marilyn Neufville,Jamaicaaica,23,7,1970
post,speed,Hand timing,Women,400 m,null,null,,null,null,0,49,90,Irena Szewinska,Poland,22,6,1974
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,49,77,Christina Brehmer,East Germanymany,9,5,1976
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,49,75,Irena Szewinska,Poland,22,6,1976
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,49,29,Irena Szewinska,Poland,29,7,1976
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,49,19,Marita Koch,East Germanymany,2,7,1978
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,49,3,Marita Koch,East Germanymany,19,8,1978
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,48,94,Marita Koch,East Germanymany,31,8,1978
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,48,89,Marita Koch,East Germanymany,29,7,1979
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,48,6,Marita Koch,East Germanymany,4,8,1979
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,48,16,Marita Koch,East Germanymany,8,9,1982
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,47,99,Jarmila Kratochvilova,Czechoslovakia,10,8,1983
post,speed,Automatic timing,Women,400 m,null,null,,null,null,0,47,6,Marita Koch,East Germanymany,6,10,1985
pre,speed,Automatic timing,Women,800 m,null,null,,null,null,3,4,90,Elsa Sundberg,Sweden,13,9,1914
pre,speed,Automatic timing,Women,800 m,null,null,,null,null,2,50,80,Elsa Dahl,Sweden,1,11,1914
pre,speed,Automatic timing,Women,800 m,null,null,,null,null,2,45,0,Lucie Breard,FRA,30,5,1920
pre,speed,Automatic timing,Women,800 m,null,null,,null,null,2,44,20,Suzanne Porte,FRA,29,3,1921
pre,speed,Automatic timing,Women,800 m,null,null,,null,null,2,30,20,Lucie Breard,FRA,30,3,1921
